start_station_name,Number of rides,latitude,longitude
"Bow Church Station, Bow",18,51.528169,-0.018703
"Belford House, Haggerston",18,51.5366541,-0.07023031
"Charing Cross Hospital, Hammersmith",18,51.48728535,-0.217995921
"Embankment (Savoy), Strand",18,51.50963123,-0.119047563
"Charlotte Terrace, Angel",18,51.53639219,-0.112721065
"Broadley Terrace, Marylebone",18,51.52456169,-0.165668686
"Queensbridge Road, Haggerston",18,51.53385,-0.06992
"Gloucester Terrace, Bayswater",18,51.51791921,-0.188098863
"Trebovir Road, Earl's Court",18,51.49085368,-0.196170309
"Ormonde Gate, Chelsea",18,51.48796408,-0.161765173
"Wellington Road, St. John's Wood",18,51.53304322,-0.172528678
"Rainville Road, Hammersmith",18,51.48373225,-0.223852256
"Aylward Street, Stepney",18,51.51563007,-0.049067243
"Union Grove, Wandsworth Road",18,51.472993,-0.133972
"Gwendwr Road, West Kensington",18,51.491026,-0.209121
"Addison Road, Holland Park",18,51.504199,-0.210941
"Eaton Square (South), Belgravia",17,51.49456127,-0.15393398
"Chesilton Road, Fulham",17,51.47569809,-0.20587627
"Whiston Road, Haggerston",17,51.534464,-0.076341
"Orsett Terrace, Bayswater",17,51.517932,-0.183716959
"Bridge Avenue, Hammersmith",17,51.49208492,-0.229116862
"Richmond Way, Shepherd's Bush",17,51.50035306,-0.217515071
"Caldwell Street, Stockwell",17,51.477839,-0.116493
"Hibbert Street, Battersea",17,51.46517078,-0.18038939
"Aintree Street, Fulham",17,51.48102131,-0.209973497
"Dorothy Road, Clapham Junction",17,51.46506424,-0.163750945
"City Road, Angel",17,51.530344,-0.100168
"Mostyn Grove, Bow",16,51.530535,-0.025492
"Marloes Road, Kensington",16,51.496481,-0.192404
"Harcourt Terrace, West Brompton",16,51.48795853,-0.187404506
"Disraeli Road, Putney",16,51.46161068,-0.21614583
"Sandilands Road, Walham Green",16,51.473611,-0.191803
"Vauxhall Bridge , Pimlico",16,51.48836528,-0.129361842
"Woodstock Street, Mayfair",16,51.51410514,-0.147301667
"Phene Street, Chelsea",16,51.48498496,-0.167919869
"Star Road, West Kensington",16,51.48724429,-0.205279052
"Warwick Road, Olympia",16,51.49671237,-0.20528437
"Chepstow Villas, Notting Hill",16,51.51213691,-0.201554966
"Ram Street, Wandsworth",16,51.45752945,-0.192165613
"Kingsway, Covent Garden",15,51.51440928,-0.118478757
"South Parade, Chelsea",15,51.48902,-0.17524
"Bruton Street, Mayfair",15,51.51073687,-0.144165239
"Blythe Road West, Shepherd's Bush",15,51.49968,-0.221791551
"Driffield Road, Old Ford",15,51.534137,-0.037366
"Everington Street, Fulham",15,51.48335692,-0.216305546
"Kensington Town Hall, Kensington",15,51.50194596,-0.194392952
"Buxton Street 1, Shoreditch",15,51.521776,-0.068856
"Rectory Square, Stepney",15,51.518369,-0.043371
"Shoreditch Court, Haggerston",15,51.53908372,-0.070329419
"Palissy Street, Shoreditch",15,51.526293,-0.073955
"Clarkson Street, Bethnal Green",14,51.528692,-0.059091
"Vauxhall Street, Vauxhall",14,51.486965,-0.116625
"Clarendon Road, Avondale",14,51.51323001,-0.211593602
"Globe Town Market, Bethnal Green",14,51.528869,-0.047548
"Lisson Grove, St. John's Wood",14,51.52644828,-0.172190727
"Cotton Garden Estate, Kennington",14,51.4907579,-0.106323685
"Felsham Road, Putney",14,51.464786,-0.215618902
"Lollard Street, Vauxhall",14,51.49288067,-0.114934001
"Westfield Southern Terrace ,Shepherd's Bush",14,51.506256,-0.218337
"Bishop's Bridge Road East, Bayswater",14,51.5171,-0.18377
"Little Brook Green, Brook Green",14,51.496664,-0.223868
"South Lambeth Road, Vauxhall",14,51.481747,-0.124642
"Kensington Olympia Station, Olympia",14,51.49815779,-0.209494128
"Saunders Ness Road, Cubitt Town",14,51.487129,-0.0090011
"Pennington Street, Wapping",14,51.508622,-0.065006
"Penfold Street, Marylebone",14,51.52289229,-0.171681991
"Cadogan Close, Victoria Park",14,51.54211855,-0.028941601
"Sumner Place, South Kensington",13,51.49121192,-0.173715911
"Thurtle Road, Haggerston",13,51.534776,-0.071881
"Stainsby Road , Poplar",13,51.51542791,-0.02356501
"Crabtree Lane, Fulham",13,51.48294452,-0.219346128
"Ashmole Estate, Oval",13,51.48267821,-0.117661574
"Paddington Green, Paddington",13,51.520205,-0.174593
"Gaywood  Street, Elephant & Castle",13,51.49605,-0.104193
"Hewison Street, Old Ford",12,51.533283,-0.028155
"Sail Street, Vauxhall",12,51.495656,-0.114605
"East Ferry Road, Cubitt Town",12,51.49447,-0.014409
"Cadogan Place, Knightsbridge",12,51.49464523,-0.158105512
"Ravenscourt Park Station, Hammersmith",12,51.49422354,-0.236769936
"Campden Hill Road, Notting Hill",12,51.50658458,-0.199004026
"Ford Road, Old Ford",12,51.532513,-0.033085
"Irene Road, Parsons Green",12,51.4737636,-0.197010096
"Jubilee Crescent, Cubitt Town",12,51.493381,-0.007542
"Hawley Crescent, Camden Town",12,51.54100708,-0.14326094
"St. John's Road, Clapham Junction",12,51.46239255,-0.16829214
"Shepherd's Bush Road North, Shepherd's Bush",12,51.5015946,-0.222293381
"Spindrift Avenue, Millwall",12,51.49109,-0.018716
"Westfield Ariel Way, White City",11,51.509158,-0.224103
"Clarence Walk, Stockwell",11,51.47073264,-0.126994068
"Harford Street, Mile End",11,51.521564,-0.039264
"Smugglers Way, Wandsworth",11,51.46108367,-0.191722864
"Teversham Lane, Stockwell",11,51.47614939,-0.1232585
"Somerset House, Strand",11,51.509943,-0.117619
"Selby Street, Whitechapel",11,51.521905,-0.063386
"Frampton Street, Paddington",11,51.5233534,-0.175116099
"Greenberry Street, St.John's Wood",11,51.53256,-0.16862
"Heron Quays DLR, Canary Wharf",11,51.502661,-0.021596
"Wandsworth Rd, Isley Court, Wandsworth Road",10,51.46925984,-0.141812513
"Chrisp Street Market, Poplar",10,51.5112,-0.014438
"Manbre Road, Hammersmith",10,51.485743,-0.223616
"Culvert Road, Battersea",10,51.4710956,-0.157850096
"Southern Grove, Bow",10,51.523538,-0.030556
"Evesham Street, Avondale",10,51.51148696,-0.218190203
"Morie Street, Wandsworth",10,51.45995384,-0.190184054
"Wendon Street, Old Ford",10,51.53603947,-0.026262677
"Napier Avenue, Millwall",10,51.487679,-0.021582
"Argyll Road, Kensington",9,51.50040123,-0.195455928
"Antill Road, Mile End",9,51.528224,-0.037471
"Courland Grove, Wandsworth Road",9,51.4729184,-0.132102704
"Dickens Square, Borough",9,51.49679128,-0.093913472
"Calshot Street , King's Cross",9,51.53136059,-0.117069978
"Crisp Road, Hammersmith",9,51.48810829,-0.22660621
"Ranelagh Gardens, Fulham",9,51.46760141,-0.20682737
"Stanley Grove, Battersea",9,51.47047503,-0.152130083
"Mexfield Road, East Putney",9,51.45682071,-0.202802098
"Nantes Close, Wandsworth",8,51.46193072,-0.180791784
"East India DLR, Blackwall",8,51.509474,-0.002275
"Putney Bridge Road, East Putney",8,51.46199911,-0.206240805
"Westminster Bridge Road, Elephant & Castle",8,51.498386,-0.107913
"Elysium Place, Fulham",8,51.47107905,-0.207842908
"Oxford Road, Putney",8,51.46079243,-0.212607684
"Holden Street, Battersea",8,51.4687905,-0.158230901
"Putney Rail Station, Putney",8,51.46071722,-0.216526155
"Alma Road, Wandsworth",7,51.45799126,-0.184806157
"Ackroyd Drive, Bow",7,51.520398,-0.026768
"Freston Road, Avondale",7,51.5129814,-0.219486603
"Montserrat Road , Putney",7,51.46321128,-0.215550761
"Abbotsbury Road, Holland Park",7,51.501391,-0.205991
"Northfields, Wandsworth",7,51.46095151,-0.20066766
"Rifle Place, Avondale",7,51.509224,-0.216016
"Mallory Street, Marylebone",7,51.52505151,-0.166304359
"Lightermans Road, Millwall",7,51.499041,-0.020157
"Southerton Road, Hammersmith",7,51.494499,-0.228188
"Ilchester Place, Kensington",7,51.50074359,-0.202759212
"Devons Road, Bow",6,51.52512,-0.015578
"Peterborough Road, Sands End",6,51.46904022,-0.19627483
"Millharbour, Millwall",6,51.496137,-0.019355
"Upper Grosvenor Street, Mayfair",6,51.51013066,-0.155757901
"Mudchute DLR, Cubitt Town",6,51.490645,-0.014582
"Neville Gill Close, Wandsworth",6,51.45475251,-0.195197203
"Esmond Street, Putney",6,51.46231278,-0.211468596
"Canton Street, Poplar",6,51.511811,-0.025626
"Teviot Street, Poplar",6,51.518811,-0.011662
"Broomhouse Lane, Parsons Green",6,51.46841875,-0.199135704
"Spencer Park, Wandsworth Common",5,51.45787019,-0.174691623
"Plough Terrace, Clapham Junction",5,51.46230566,-0.175407201
"Cantrell Road, Bow",5,51.521564,-0.022694
"Heath Road, Battersea",5,51.46866929,-0.146544642
"Newby Place, Poplar",5,51.508896,-0.012413
"Fawcett Close, Battersea",5,51.46916161,-0.174485792
"Naval Row, Blackwall",5,51.508981,-0.00699
"Sirdar Road, Avondale",5,51.51092871,-0.214594781
"Grenfell Road, Avondale",4,51.5129006,-0.214762686
"Malmesbury Road, Bow",4,51.529452,-0.027616
"Colet Gardens, Hammersmith",4,51.491093,-0.216493
"Santos Road, Wandsworth",4,51.45705988,-0.200806304
"Geraldine Street, Elephant & Castle",4,51.49612799,-0.106000855
"Queensdale Road, Shepherd's Bush",4,51.50659035,-0.216104479
"Preston's Road, Cubitt Town",3,51.499286,-0.009152
"Langdon Park, Poplar",3,51.51549,-0.013475
"Holland Park, Kensington",3,51.502319,-0.200742
"Lancaster Drive, Blackwall",2,51.503143,-0.008428
"New North Road 1, Hoxton",2,51.53095,-0.085603
"Hurlingham Park, Parsons Green",1,51.470131,-0.20464
"Aberfeldy Street, Poplar",1,51.513548,-0.005659
